co#	ordertype	ordertypedesc	order	orderdate	ordercount	linecount	shippedorders	shippedlines	invoicedorders	invoicedlines	sales_(eur)
08300	SZ	EDI Sales Order	20099519	2020-07-03	1	2	0	0	0	0	0
08300	SZ	EDI Sales Order	20099583	2020-07-03	1	2	0	0	0	0	0
08450	S4	Do Not Use	20133600	2020-05-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20133666	2020-05-19	1	6	1	6	1	6	0
08450	S4	Do Not Use	20134211	2020-05-19	1	5	1	5	1	5	0
08450	SO	Sales Order	20133346	2020-05-19	1	1	1	1	1	1	2400
08450	SU	Home Patient Order	20133126	2020-05-19	1	5	1	5	0	0	0
08450	SZ	EDI Sales Order	20133675	2020-05-19	1	1	1	1	1	1	148
08450	DB	Deemed Commission CrNote	20000259	2020-05-20	1	1	1	1	1	1	-155
08450	S4	Do Not Use	20134944	2020-05-20	1	2	1	2	1	2	0
08450	S4	Do Not Use	20135565	2020-05-20	1	1	1	1	1	1	0
08450	SO	Sales Order	20134376	2020-05-20	1	1	1	1	1	1	1670
08450	SO	Sales Order	20134908	2020-05-20	1	18	1	18	1	18	0
08450	SU	Home Patient Order	20134298	2020-05-20	1	3	1	3	1	3	0
08450	SU	Home Patient Order	20134378	2020-05-20	1	4	1	4	1	4	0
08450	SZ	EDI Sales Order	20134379	2020-05-20	1	3	1	3	1	3	8928
08450	SZ	EDI Sales Order	20134392	2020-05-20	1	1	1	1	1	1	154
08450	SZ	EDI Sales Order	20134531	2020-05-20	1	3	1	3	1	3	333
08450	SZ	EDI Sales Order	20134779	2020-05-20	1	2	1	2	1	2	2310
08450	S4	Do Not Use	20135989	2020-05-21	1	1	1	1	1	1	0
08450	S4	Do Not Use	20136639	2020-05-21	1	2	1	2	1	2	0
08450	SO	Sales Order	20136239	2020-05-21	1	1	1	1	1	1	1944
08450	SU	Home Patient Order	20135771	2020-05-21	1	6	1	6	0	0	0
08450	SU	Home Patient Order	20135848	2020-05-21	1	6	1	6	0	0	0
08450	SZ	EDI Sales Order	20135726	2020-05-21	1	5	1	5	1	5	3199
08450	SZ	EDI Sales Order	20135829	2020-05-21	1	3	1	3	1	3	2491
08450	SZ	EDI Sales Order	20135854	2020-05-21	1	8	1	8	0	0	0
08450	SZ	EDI Sales Order	20135935	2020-05-21	1	2	1	2	1	2	284
08450	SZ	EDI Sales Order	20135945	2020-05-21	1	3	1	3	1	3	2742
08450	SZ	EDI Sales Order	20135991	2020-05-21	1	1	1	1	1	1	312
08450	SZ	EDI Sales Order	20136019	2020-05-21	1	2	1	2	1	2	10320
08450	SZ	EDI Sales Order	20136124	2020-05-21	1	1	1	1	1	1	62
08450	SZ	EDI Sales Order	20136264	2020-05-21	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20136358	2020-05-21	1	4	1	4	1	4	2948
08450	SZ	EDI Sales Order	20136477	2020-05-21	1	1	1	1	1	1	2304
08450	S4	Do Not Use	20138309	2020-05-22	1	1	1	1	1	1	0
08450	SO	Sales Order	20137569	2020-05-22	1	8	1	8	1	8	8214
08450	SZ	EDI Sales Order	20137507	2020-05-22	1	1	1	1	1	1	728
08450	SZ	EDI Sales Order	20137795	2020-05-22	1	1	1	1	1	1	8297
08450	SZ	EDI Sales Order	20137797	2020-05-22	1	2	1	2	1	2	6176
08450	SZ	EDI Sales Order	20137910	2020-05-22	1	4	1	4	1	4	5740
08450	SZ	EDI Sales Order	20137915	2020-05-22	1	7	1	7	1	7	1664
08450	SZ	EDI Sales Order	20138010	2020-05-22	1	2	1	2	1	2	857
08450	SZ	EDI Sales Order	20138199	2020-05-22	1	3	1	3	1	3	2640
08450	SZ	EDI Sales Order	20138242	2020-05-22	1	2	1	2	1	2	2592
08450	SZ	EDI Sales Order	20139824	2020-05-22	1	3	1	3	1	3	2304
08450	S4	Do Not Use	20139409	2020-05-23	1	1	1	1	1	1	0
08450	DQ	Miscellaneous Debit	20140199	2020-05-25	1	1	1	1	1	1	1065
08450	S4	Do Not Use	20140152	2020-05-25	1	3	1	3	1	3	0
08450	S4	Do Not Use	20140315	2020-05-25	1	1	1	1	1	1	0
08450	S4	Do Not Use	20141230	2020-05-25	1	1	1	1	1	1	0
08450	S4	Do Not Use	20141238	2020-05-25	1	1	1	1	1	1	0
08450	S4	Do Not Use	20141241	2020-05-25	1	1	1	1	1	1	0
08450	S4	Do Not Use	20141256	2020-05-25	1	1	1	1	1	1	0
08450	SO	Sales Order	20139871	2020-05-25	1	2	1	2	1	2	0
08450	SZ	EDI Sales Order	20139836	2020-05-25	1	2	1	2	1	2	325
08450	SZ	EDI Sales Order	20140228	2020-05-25	1	2	1	2	0	0	0
08450	SZ	EDI Sales Order	20140476	2020-05-25	1	2	1	2	1	2	1624
08450	SZ	EDI Sales Order	20140603	2020-05-25	1	4	1	4	1	4	4423
08450	DC	Deemed Commission Invoice	20000432	2020-05-26	1	126	1	126	1	126	25169
08450	DQ	Miscellaneous Debit	20142027	2020-05-26	1	1	1	1	1	1	277
08450	DQ	Miscellaneous Debit	20142740	2020-05-26	1	1	1	1	1	1	485
08300	DI	Deemed Invoice (Rev)	20000501	2020-06-30	1	200	1	200	1	200	-169194
08300	S3	Interco Shipment - Prod Return	20000252	2020-06-30	1	2	1	2	1	2	496
08300	S4	Do Not Use	20097335	2020-06-30	1	1	1	1	1	1	0
08300	S4	Do Not Use	20097406	2020-06-30	1	1	1	1	1	1	0
08300	SO	Sales Order	20097051	2020-06-30	1	1	1	1	1	1	980
08300	SO	Sales Order	20097065	2020-06-30	1	1	0	0	0	0	0
08300	SO	Sales Order	20097129	2020-06-30	1	3	1	3	0	0	731
08300	SO	Sales Order	20097159	2020-06-30	1	3	1	3	1	3	0
08300	SO	Sales Order	20097170	2020-06-30	1	13	1	13	1	13	3435
08300	SO	Sales Order	20097290	2020-06-30	1	2	1	2	1	2	530
08300	SO	Sales Order	20097292	2020-06-30	1	9	1	8	1	8	1089
08300	SZ	EDI Sales Order	20097179	2020-06-30	1	4	1	4	1	4	3520
08300	SZ	EDI Sales Order	20097189	2020-06-30	1	6	0	0	0	0	702
08300	SZ	EDI Sales Order	20097271	2020-06-30	1	3	1	2	1	2	110
08300	SZ	EDI Sales Order	20097429	2020-06-30	1	1	1	1	1	1	840
08300	SZ	EDI Sales Order	20097575	2020-06-30	1	5	1	5	1	5	675
08300	CF	Misc Credit	20098300	2020-07-01	1	2	1	2	1	2	-540
08300	DC	Deemed Commission Invoice	20000506	2020-07-01	1	63	1	63	1	63	56723
08300	S4	Do Not Use	20098136	2020-07-01	1	1	1	1	1	1	0
08300	S4	Do Not Use	20098593	2020-07-01	1	1	1	1	1	1	0
08300	SO	Sales Order	20097750	2020-07-01	1	1	1	1	0	0	340
08300	SO	Sales Order	20097785	2020-07-01	1	2	1	2	0	0	748
08300	SO	Sales Order	20098002	2020-07-01	1	1	1	1	1	1	492
08300	SO	Sales Order	20098174	2020-07-01	1	3	0	0	0	0	736
08300	SO	Sales Order	20098355	2020-07-01	1	1	1	1	1	1	110
08300	SZ	EDI Sales Order	20097985	2020-07-01	1	2	1	2	1	2	1394
08300	SZ	EDI Sales Order	20097993	2020-07-01	1	10	1	7	1	6	3188
08300	SZ	EDI Sales Order	20098010	2020-07-01	1	3	1	3	1	3	1197
08300	SZ	EDI Sales Order	20098198	2020-07-01	1	1	1	1	0	0	208
08300	SZ	EDI Sales Order	20098266	2020-07-01	1	2	1	1	1	1	110
08300	SZ	EDI Sales Order	20098267	2020-07-01	1	7	1	2	0	0	860
08300	SZ	EDI Sales Order	20098271	2020-07-01	1	1	1	1	1	1	4752
08300	SZ	EDI Sales Order	20098283	2020-07-01	1	9	0	0	0	0	3061
08300	SZ	EDI Sales Order	20098645	2020-07-01	1	15	1	10	0	0	13274
08300	SZ	EDI Sales Order	20099555	2020-07-01	1	1	0	0	0	0	179
08300	S4	Do Not Use	20098776	2020-07-02	1	1	1	1	1	1	0
08300	S4	Do Not Use	20099176	2020-07-02	1	2	1	2	1	2	0
08300	SO	Sales Order	20098633	2020-07-02	1	1	1	1	0	0	770
08300	SO	Sales Order	20098932	2020-07-02	1	4	1	4	0	0	2584
08300	SO	Sales Order	20099107	2020-07-02	1	1	1	1	1	1	1565
08300	SO	Sales Order	20099127	2020-07-02	1	1	1	1	0	0	0
08300	SO	Sales Order	20099154	2020-07-02	1	2	1	2	0	0	4842
08300	SZ	EDI Sales Order	20098824	2020-07-02	1	2	0	0	0	0	480
08300	SZ	EDI Sales Order	20098862	2020-07-02	1	1	0	0	0	0	199
08300	SZ	EDI Sales Order	20099034	2020-07-02	1	1	1	1	1	1	1440
08300	SZ	EDI Sales Order	20099038	2020-07-02	1	3	1	3	0	0	1303
08300	SZ	EDI Sales Order	20099057	2020-07-02	1	1	1	1	0	0	0
08300	SZ	EDI Sales Order	20099060	2020-07-02	1	2	0	0	0	0	1381
08300	SZ	EDI Sales Order	20099096	2020-07-02	1	5	1	3	0	0	8160
08300	SZ	EDI Sales Order	20099294	2020-07-02	1	1	0	0	0	0	1700
08300	SZ	EDI Sales Order	20099492	2020-07-02	1	1	0	0	0	0	1020
08300	S4	Do Not Use	20099643	2020-07-03	1	3	1	3	0	0	0
08300	SO	Sales Order	20099500	2020-07-03	1	3	1	1	0	0	0
08300	SO	Sales Order	20099453	2020-07-03	1	1	0	0	0	0	202
08300	SO	Sales Order	20099560	2020-07-03	1	4	0	0	0	0	1751
08300	SO	Sales Order	20099640	2020-07-03	1	4	0	0	0	0	5069
08300	SO	Sales Order	20099676	2020-07-03	1	1	0	0	0	0	697
08300	SZ	EDI Sales Order	20099595	2020-07-03	1	2	0	0	0	0	0
08300	SZ	EDI Sales Order	20099673	2020-07-03	1	3	0	0	0	0	2916
08450	S4	Do Not Use	20133288	2020-05-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20133289	2020-05-19	1	3	1	3	1	3	0
08450	S4	Do Not Use	20133663	2020-05-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20133713	2020-05-19	1	2	1	2	1	2	0
08450	S4	Do Not Use	20133782	2020-05-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20134210	2020-05-19	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20133491	2020-05-19	1	7	1	7	1	6	7250
08450	SZ	EDI Sales Order	20133521	2020-05-19	1	2	1	2	1	2	710
08450	S4	Do Not Use	20135562	2020-05-20	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20134395	2020-05-20	1	1	1	1	1	1	2640
08450	SZ	EDI Sales Order	20134473	2020-05-20	1	1	1	1	1	1	62
08450	SZ	EDI Sales Order	20134618	2020-05-20	1	2	1	2	1	2	617
08450	SZ	EDI Sales Order	20134635	2020-05-20	1	3	1	3	1	3	4867
08450	SZ	EDI Sales Order	20134680	2020-05-20	1	1	1	1	1	1	350
08450	SZ	EDI Sales Order	20134701	2020-05-20	1	1	1	1	1	1	64
08450	SZ	EDI Sales Order	20134729	2020-05-20	1	2	1	2	1	2	3360
08450	SZ	EDI Sales Order	20134777	2020-05-20	1	4	1	4	1	4	660
08450	S4	Do Not Use	20136198	2020-05-21	1	1	1	1	1	1	0
08450	S4	Do Not Use	20137465	2020-05-21	1	1	1	1	1	1	0
08450	SO	Sales Order	20135737	2020-05-21	1	10	1	10	1	9	3718
08450	SO	Sales Order	20136574	2020-05-21	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20136569	2020-05-21	1	4	1	4	1	4	0
08450	SU	Home Patient Order	20136570	2020-05-21	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20136608	2020-05-21	1	1	1	1	0	0	0
08450	SU	Home Patient Order	20136609	2020-05-21	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20135691	2020-05-21	1	3	1	3	1	3	11068
08450	SZ	EDI Sales Order	20136345	2020-05-21	1	1	1	1	1	1	320
08450	SZ	EDI Sales Order	20136348	2020-05-21	1	2	1	2	1	2	3950
08450	SZ	EDI Sales Order	20136354	2020-05-21	1	4	1	4	1	4	1683
08450	SZ	EDI Sales Order	20152627	2020-05-21	1	2	1	2	1	2	234
08450	SO	Sales Order	20137561	2020-05-22	1	2	1	2	1	2	5467
08450	SO	Sales Order	20137949	2020-05-22	1	1	1	1	0	0	0
08450	SO	Sales Order	20138028	2020-05-22	1	2	1	2	1	2	0
08450	SZ	EDI Sales Order	20138190	2020-05-22	1	5	1	5	1	5	22596
08450	DC	Deemed Commission Invoice	20000428	2020-05-23	1	82	1	82	1	82	33752
08450	DI	Deemed Invoice (Rev)	20000427	2020-05-23	1	1	1	1	1	1	-1792
08450	S4	Do Not Use	20141243	2020-05-25	1	1	1	1	1	1	0
08450	S4	Do Not Use	20141258	2020-05-25	1	1	1	1	1	1	0
08450	SO	Sales Order	20139812	2020-05-25	1	1	1	1	1	1	1648
08450	SO	Sales Order	20140096	2020-05-25	1	2	1	2	1	2	0
08450	SU	Home Patient Order	20139874	2020-05-25	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20140304	2020-05-25	1	3	1	3	0	0	0
08450	SU	Home Patient Order	20140566	2020-05-25	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20140679	2020-05-25	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20139866	2020-05-25	1	1	1	1	1	1	640
08450	SZ	EDI Sales Order	20140042	2020-05-25	1	1	1	1	1	1	648
08450	SZ	EDI Sales Order	20140111	2020-05-25	1	1	1	1	1	1	360
08450	SZ	EDI Sales Order	20140283	2020-05-25	1	4	1	4	1	4	11520
08450	SZ	EDI Sales Order	20140372	2020-05-25	1	2	1	2	1	2	8972
08450	SZ	EDI Sales Order	20140451	2020-05-25	1	1	1	1	1	1	6044
08450	SZ	EDI Sales Order	20140554	2020-05-25	1	1	1	1	1	1	614
08450	SZ	EDI Sales Order	20140559	2020-05-25	1	1	1	1	1	1	480
08450	SZ	EDI Sales Order	20152624	2020-05-25	1	1	1	1	1	1	313
08450	S4	Do Not Use	20141674	2020-05-26	1	5	1	5	1	5	0
08450	S4	Do Not Use	20142075	2020-05-26	1	1	1	1	1	1	0
08450	S4	Do Not Use	20142127	2020-05-26	1	1	1	1	1	1	0
08450	SO	Sales Order	20141487	2020-05-26	1	8	1	6	1	6	0
08450	SO	Sales Order	20141504	2020-05-26	1	7	1	7	0	0	0
08450	SO	Sales Order	20141897	2020-05-26	1	2	1	2	1	2	566
08450	SO	Sales Order	20144455	2020-05-26	1	2	1	2	0	0	0
08450	SU	Home Patient Order	20141369	2020-05-26	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20141621	2020-05-26	1	9	1	9	0	0	0
08450	SU	Home Patient Order	20141948	2020-05-26	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20141411	2020-05-26	1	3	1	3	1	3	1625
08450	SZ	EDI Sales Order	20141576	2020-05-26	1	3	1	3	1	3	1035
08450	SZ	EDI Sales Order	20141685	2020-05-26	1	1	1	1	1	1	1056
08450	SZ	EDI Sales Order	20141712	2020-05-26	1	1	1	1	1	1	1120
08450	SZ	EDI Sales Order	20141952	2020-05-26	1	2	1	2	1	2	7680
08450	DB	Deemed Commission CrNote	20000272	2020-05-27	1	3	1	3	1	3	-470
08450	DQ	Miscellaneous Debit	20143706	2020-05-27	1	1	1	1	1	1	1292
08450	S4	Do Not Use	20143110	2020-05-27	1	1	1	1	1	1	0
08450	SO	Sales Order	20143234	2020-05-27	1	1	1	1	1	1	1670
08450	SZ	EDI Sales Order	20143428	2020-05-27	1	2	1	2	0	0	0
08450	SZ	EDI Sales Order	20143506	2020-05-27	1	1	1	1	1	1	184
08450	S4	Do Not Use	20144379	2020-05-27	1	2	1	2	1	2	0
08450	SO	Sales Order	20143364	2020-05-27	1	2	1	2	1	2	5185
08450	SO	Sales Order	20143429	2020-05-27	1	2	1	2	1	2	2549
08450	SU	Home Patient Order	20143210	2020-05-27	1	10	1	10	0	0	0
08450	SZ	EDI Sales Order	20142872	2020-05-27	1	2	1	2	1	2	1566
08450	SZ	EDI Sales Order	20143033	2020-05-27	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20143036	2020-05-27	1	5	1	5	1	5	8493
08450	SZ	EDI Sales Order	20143386	2020-05-27	1	2	1	2	1	2	336
08450	SZ	EDI Sales Order	20144526	2020-05-27	1	8	1	8	0	0	0
08450	CF	Misc Credit	20145129	2020-05-28	1	1	1	1	1	1	-452
08450	DQ	Miscellaneous Debit	20145136	2020-05-28	1	2	1	2	1	2	904
08450	SO	Sales Order	20145027	2020-05-28	1	9	1	9	1	9	8040
08450	SZ	EDI Sales Order	20144469	2020-05-28	1	8	1	8	1	8	5454
08450	SZ	EDI Sales Order	20144527	2020-05-28	1	1	1	1	1	1	140
08450	SZ	EDI Sales Order	20144715	2020-05-28	1	1	1	1	1	1	4144
08450	SZ	EDI Sales Order	20144988	2020-05-28	1	2	1	2	1	2	2424
08450	SZ	EDI Sales Order	20144989	2020-05-28	1	3	1	3	1	3	2772
08450	SZ	EDI Sales Order	20145023	2020-05-28	1	1	1	1	1	1	952
08450	DH	Deemed CrNote (Rev)	20000276	2020-05-29	1	16	1	16	1	16	2377
08450	DI	Deemed Invoice (Rev)	20000442	2020-05-29	1	129	1	129	1	129	-279798
08450	S4	Do Not Use	20147224	2020-05-29	1	1	1	1	1	1	0
08450	S4	Do Not Use	20147230	2020-05-29	1	1	1	1	1	1	0
08450	SO	Sales Order	20146319	2020-05-29	1	5	1	5	1	5	8715
08450	SU	Home Patient Order	20146348	2020-05-29	1	7	1	7	0	0	0
08450	SU	Home Patient Order	20146551	2020-05-29	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20146553	2020-05-29	1	6	1	6	1	6	0
08450	SZ	EDI Sales Order	20146175	2020-05-29	1	4	1	4	1	4	1574
08450	SZ	EDI Sales Order	20146512	2020-05-29	1	1	1	1	1	1	720
08450	SZ	EDI Sales Order	20146586	2020-05-29	1	2	1	2	1	2	580
08450	SZ	EDI Sales Order	20146589	2020-05-29	1	1	1	1	1	1	514
08450	SZ	EDI Sales Order	20146590	2020-05-29	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20146652	2020-05-29	1	1	1	1	1	1	95
08450	S4	Do Not Use	20147755	2020-05-31	1	1	1	1	1	1	0
08450	S4	Do Not Use	20147784	2020-05-31	1	1	1	1	1	1	0
08450	DQ	Miscellaneous Debit	20149429	2020-06-01	1	1	1	1	1	1	250
08450	DQ	Miscellaneous Debit	20149436	2020-06-01	1	1	1	1	1	1	184
08450	DQ	Miscellaneous Debit	20149438	2020-06-01	1	1	1	1	1	1	183
08450	DQ	Miscellaneous Debit	20149441	2020-06-01	1	2	1	2	1	2	328
08450	DQ	Miscellaneous Debit	20149442	2020-06-01	1	1	1	1	1	1	189
08450	DQ	Miscellaneous Debit	20149446	2020-06-01	1	3	1	3	0	0	897
08450	DQ	Miscellaneous Debit	20149450	2020-06-01	1	1	1	1	1	1	318
08450	DQ	Miscellaneous Debit	20149453	2020-06-01	1	1	1	1	1	1	149
08450	DQ	Miscellaneous Debit	20149456	2020-06-01	1	2	1	2	1	2	667
08450	S4	Do Not Use	20148490	2020-06-01	1	2	1	2	1	2	0
08450	S4	Do Not Use	20148673	2020-06-01	1	1	1	1	1	1	0
08450	S4	Do Not Use	20149411	2020-06-01	1	2	1	2	1	2	0
08450	S4	Do Not Use	20149419	2020-06-01	1	1	1	1	1	1	0
08450	SO	Sales Order	20148044	2020-06-01	1	1	1	1	1	1	0
08450	SO	Sales Order	20148069	2020-06-01	1	15	1	15	1	15	0
08450	SO	Sales Order	20148246	2020-06-01	1	1	1	1	1	1	0
08450	SO	Sales Order	20148415	2020-06-01	1	1	1	1	1	1	764
08450	SO	Sales Order	20148589	2020-06-01	1	4	1	4	1	4	19059
08450	SO	Sales Order	20152409	2020-06-01	1	2	1	2	1	2	267
08450	SU	Home Patient Order	20148717	2020-06-01	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20148745	2020-06-01	1	4	1	4	0	0	0
08450	SZ	EDI Sales Order	20148115	2020-06-01	1	4	1	4	1	4	1670
08450	SZ	EDI Sales Order	20148160	2020-06-01	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20148226	2020-06-01	1	1	1	1	1	1	107
08450	SZ	EDI Sales Order	20148228	2020-06-01	1	2	1	2	1	2	960
08450	SZ	EDI Sales Order	20148296	2020-06-01	1	1	1	1	1	1	34
08450	SZ	EDI Sales Order	20148308	2020-06-01	1	3	1	3	1	3	18576
08450	SZ	EDI Sales Order	20148351	2020-06-01	1	1	1	1	1	1	156
08450	SZ	EDI Sales Order	20148497	2020-06-01	1	2	1	2	1	2	24576
08450	SZ	EDI Sales Order	20148530	2020-06-01	1	1	1	1	1	1	2772
08450	SZ	EDI Sales Order	20148682	2020-06-01	1	1	1	1	1	1	693
08450	SZ	EDI Sales Order	20148718	2020-06-01	1	3	1	3	1	3	5184
08450	SZ	EDI Sales Order	20148721	2020-06-01	1	1	1	1	1	1	66
08450	S4	Do Not Use	20150386	2020-06-02	1	2	1	2	1	2	0
08450	SO	Sales Order	20149558	2020-06-02	1	15	1	15	1	15	9966
08450	SO	Sales Order	20149708	2020-06-02	1	2	1	2	0	0	0
08450	SO	Sales Order	20149939	2020-06-02	1	3	1	3	1	3	822
08450	SO	Sales Order	20149972	2020-06-02	1	2	1	2	1	1	70
08450	SO	Sales Order	20150037	2020-06-02	1	3	1	3	1	3	10080
08450	SU	Home Patient Order	20149650	2020-06-02	1	1	1	1	0	0	0
08450	SU	Home Patient Order	20149971	2020-06-02	1	9	1	9	0	0	0
08450	SZ	EDI Sales Order	20149700	2020-06-02	1	2	1	2	1	2	1485
08450	SZ	EDI Sales Order	20150035	2020-06-02	1	1	1	1	1	1	707
08450	DC	Deemed Commission Invoice	20000456	2020-06-03	1	100	1	100	1	100	48173
08450	S4	Do Not Use	20151540	2020-06-03	1	2	1	2	1	2	0
08450	S4	Do Not Use	20151773	2020-06-03	1	1	1	1	1	1	0
08450	SO	Sales Order	20151038	2020-06-03	1	1	1	1	1	1	36
08450	SO	Sales Order	20151042	2020-06-03	1	8	1	8	1	8	2070
08450	SO	Sales Order	20151174	2020-06-03	1	11	1	11	1	11	0
08450	SO	Sales Order	20151188	2020-06-03	1	2	1	2	1	2	5760
08450	SO	Sales Order	20151497	2020-06-03	1	1	1	1	1	1	64
08450	SO	Sales Order	20151671	2020-06-03	1	3	1	3	1	2	0
08450	SO	Sales Order	20151675	2020-06-03	1	1	1	1	1	1	507
08450	SU	Home Patient Order	20151169	2020-06-03	1	2	1	2	0	0	0
08450	SU	Home Patient Order	20151263	2020-06-03	1	3	1	3	0	0	0
08450	SU	Home Patient Order	20151274	2020-06-03	1	3	1	3	0	0	0
08450	SZ	EDI Sales Order	20151037	2020-06-03	1	6	1	6	1	6	6552
08450	SZ	EDI Sales Order	20151247	2020-06-03	1	1	1	1	1	1	1466
08450	SZ	EDI Sales Order	20151262	2020-06-03	1	4	1	4	1	4	13057
08450	SZ	EDI Sales Order	20151378	2020-06-03	1	2	1	2	1	2	1320
08450	SZ	EDI Sales Order	20151551	2020-06-03	1	3	1	3	1	2	41
08450	SZ	EDI Sales Order	20151558	2020-06-03	1	1	1	1	1	1	1080
08450	SZ	EDI Sales Order	20151674	2020-06-03	1	5	1	5	1	5	15983
08450	CF	Misc Credit	20153111	2020-06-04	1	2	1	2	1	2	-20460
08450	S4	Do Not Use	20153219	2020-06-04	1	2	1	2	1	2	0
08450	S4	Do Not Use	20153977	2020-06-04	1	1	1	1	1	1	0
08450	SF	Non Billable Service Orders	20153975	2020-06-04	1	1	1	1	1	1	0
08450	SO	Sales Order	20152395	2020-06-04	1	1	1	1	1	1	1080
08450	SO	Sales Order	20152474	2020-06-04	1	13	1	13	1	13	2625
08450	SO	Sales Order	20152616	2020-06-04	1	1	1	1	1	1	59
08450	SO	Sales Order	20152681	2020-06-04	1	3	1	3	0	0	0
08450	SO	Sales Order	20152963	2020-06-04	1	10	1	10	0	0	0
08450	SO	Sales Order	20153121	2020-06-04	1	1	1	1	1	1	934
08450	SU	Home Patient Order	20152801	2020-06-04	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20152485	2020-06-04	1	2	1	2	1	2	12312
08450	SZ	EDI Sales Order	20152561	2020-06-04	1	1	1	1	1	1	154
08450	SZ	EDI Sales Order	20152790	2020-06-04	1	1	1	1	1	1	707
08450	SZ	EDI Sales Order	20154010	2020-06-04	1	1	1	1	1	1	282
08450	DC	Deemed Commission Invoice	20000464	2020-06-05	1	123	1	123	1	123	36139
08450	DH	Deemed CrNote (Rev)	20000286	2020-06-05	1	4	1	4	1	4	22445
08450	S4	Do Not Use	20154950	2020-06-05	1	1	1	1	1	1	0
08450	S4	Do Not Use	20155699	2020-06-05	1	2	1	2	1	2	0
08450	SF	Non Billable Service Orders	20155716	2020-06-05	1	1	1	1	1	1	0
08450	SO	Sales Order	20154807	2020-06-05	1	4	1	4	1	4	9095
08450	SU	Home Patient Order	20154259	2020-06-05	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20154349	2020-06-05	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20154468	2020-06-05	1	1	1	1	0	0	0
08450	SU	Home Patient Order	20154469	2020-06-05	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20154050	2020-06-05	1	1	1	1	1	1	1322
08450	SZ	EDI Sales Order	20154432	2020-06-05	1	1	1	1	1	1	2100
08450	SZ	EDI Sales Order	20154474	2020-06-05	1	2	1	2	1	2	4560
08450	SZ	EDI Sales Order	20154916	2020-06-05	1	2	1	2	1	2	5185
08450	SZ	EDI Sales Order	20155056	2020-06-05	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20156584	2020-06-05	1	1	1	1	1	1	175
08450	DB	Deemed Commission CrNote	20000289	2020-06-06	1	4	1	4	1	4	-1520
08450	SZ	EDI Sales Order	20156532	2020-06-07	1	2	1	2	1	2	4620
08450	S4	Do Not Use	20157435	2020-06-08	1	4	1	4	1	4	0
08450	S4	Do Not Use	20158157	2020-06-08	1	1	1	1	1	1	0
08450	DB	Deemed Commission CrNote	20000266	2020-05-23	1	1	1	1	1	1	-1273
08450	DH	Deemed CrNote (Rev)	20000264	2020-05-23	1	1	1	1	1	1	5092
08450	S4	Do Not Use	20139567	2020-05-24	1	1	1	1	1	1	0
08450	S4	Do Not Use	20139676	2020-05-24	1	1	1	1	1	1	0
08450	S4	Do Not Use	20139935	2020-05-25	1	1	1	1	1	1	0
08450	S4	Do Not Use	20141236	2020-05-25	1	3	1	3	1	3	0
08450	S4	Do Not Use	20141253	2020-05-25	1	2	1	2	1	2	0
08450	SO	Sales Order	20139868	2020-05-25	1	5	1	5	1	5	2376
08450	SO	Sales Order	20140183	2020-05-25	1	3	1	3	1	3	0
08450	SO	Sales Order	20140381	2020-05-25	1	1	1	1	1	1	109
08450	SO	Sales Order	20140517	2020-05-25	1	7	1	7	1	7	24576
08450	SU	Home Patient Order	20140446	2020-05-25	1	3	1	3	0	0	0
08450	SU	Home Patient Order	20140519	2020-05-25	1	7	1	7	0	0	0
08450	SU	Home Patient Order	20140641	2020-05-25	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20140037	2020-05-25	1	7	1	7	1	7	11474
08450	SZ	EDI Sales Order	20140374	2020-05-25	1	1	1	1	1	1	539
08450	SZ	EDI Sales Order	20140454	2020-05-25	1	2	1	2	1	2	0
08450	S4	Do Not Use	20141675	2020-05-26	1	1	1	1	1	1	0
08450	S4	Do Not Use	20142717	2020-05-26	1	2	1	2	1	2	0
08450	SO	Sales Order	20141288	2020-05-26	1	1	1	1	1	1	302
08450	SO	Sales Order	20141747	2020-05-26	1	2	1	2	1	2	3700
