"RELADDR2","customer","bill type","SIC","billtype description","Search type","searchtype description","Long key","Customer name","Address 1","Address 2","Address 3","Town","Postal code","PRICING_SCHEDULE","SCHED_DESCRIPTION","Country code","Category 02","CUSTOMER_NATURE_DESCRIPTION","Category 21","CATEGORY_DESCRIPTION"
49841674,49841674,"S","S","Ship To Address Only","HP","Home Patient","BE49841674","DHR. GHEKIERE GREGOIRE","","","SINT-KATRIENSTEENWEG 75","KUURNE","8520","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49841840,49841840,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49841840","MME. AUGUSTO GARCIA REGINA","","","SQUARE ALBERT Ier    15","ANDERLECHT","1070","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49842337,49842337,"S","S","Ship To Address Only","HP","Home Patient","BE49842337","DHR. DE KEYZER HENDRIK (G)","","RESIDENCE ELISA PARK","SINT-ROCHUSSTRAAT 110","HALLE","1500","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49842377,49842377,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49842377","MR. VINCENT MICHEL","","","RUE DES POTERIES 35","SIRAULT","7332","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49842670,49842670,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49842670","DHR. TEBALDI MARCO","","","CAPUCIENESSENSTRAAT 11","SINT-TRUIDEN","3800","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49843097,49843097,"S","S","Ship To Address Only","HP","Home Patient","BE49843097","DHR. WIERINCKX GEORGES","","","RALISWEG 10","TIELT-WINGE","3390","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49843234,49843234,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49843234","MR. NOUET STEPHANE","","","AVENUE GUSTAVE LATINIS 156","SCHAARBEEK","1030","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49843397,49843397,"S","S","Ship To Address Only","HP","Home Patient","BE49843397","DHR. WINNE NICOLAS","","","KREUPELSTRAAT 8","ZWEVEGEM","8550","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49843680,49843680,"S","S","Ship To Address Only","C","Customers","BE49843680","CLINIQUE ANDRE RENARD","DIALYSE ANDRE RENARD ETAGE +2","","RUE ANDRE RENARD 1","HERSTAL","4040","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49843779,49843779,"S","S","Ship To Address Only","HP","Home Patient","BE49843779","DHR. PEETERS ( OLD ) WILLY","","","LELIËNSTRAAT 6","LOMBARDSIJDE","8434","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49843813,49843813,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49843813","MEV. LAGACHE MONICA","","","POPERINGESTRAAT 31","HEUVELLAND","8954","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49843883,49843883,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49843883","DHR. CAMERLINCKX ALBERT","","","WAALSESTRAAT 17","STERREBEEK","1933","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49844311,49844311,"S","S","Ship To Address Only","HP","Home Patient","BE49844311","MR. HENDRICK LEON   (ATH)","","","RUE CESAR DESPRETZ 15","LESSINES","7860","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49844347,49844347,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49844347","DHR. BORMANS RUDI","","","GENERAAL DE KRAHESTRAAT 40","LEOPOLDSBURG","3970","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49844524,49844524,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49844524","MEV. DOCX FRANCOISE (AMI)","","RESIDENTIE ""3 BEUKEN"" appartement 23","Koninging Astridlaan 37-39   bus205","KONTICH","2550","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49844617,49844617,"S","S","Ship To Address Only","HP","Home Patient","BE49844617","MME. GORDINNE ANNE-LAURE","","","RUE DES ALLIES 20 / BOITE 2","FORRIERES","6953","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49844726,49844726,"S","S","Ship To Address Only","HP","Home Patient","BE49844726","MEV. SCHUTTERS MARITA","","","TOEKOMSTSTRAAT 43","HEUSDEN-ZOLDER","3550","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49844813,49844813,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49844813","DHR. DE BOCK MARCELLUS (A)","","WOONCENTRUM TER MEEREN","BARON TIBBAUTSTRAAT 29","BERLARE","9290","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845007,49845007,"S","S","Ship To Address Only","C","Customers","BE49845007","HOSPITAL LOGISTICS NV - ST ELISABETH BSL","(IOV ST ELISABETH BRUSSEL)","","GASTON GLEENSLAAN 33","AARSCHOT","3200","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
49845097,49845097,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49845097","MEV. VERLOOY GRETA","","","ELSBROEKSTRAAT 11","HULSHOUT","2235","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845114,49845114,"S","S","Ship To Address Only","HP","Home Patient","BE49845114","DHR. VANDEPITTE HANS","","","JOSEPH BERQUINSTRAAT 29","ZEDELGEM","8210","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845165,49845165,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49845165","MEV. VERSWEYFELT CHRISTIANA (AST)","","","SINT- MATTHEUSSTRAAT 47","BORGERHOUT","2140","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845261,49845261,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49845261","DHR. VAN HECKE RONNY","","","AZALEASTRAAT 2","WAARSCHOT","9950","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845272,49845272,"B","B","Bill To Address Only","C","Customers","BE49845272","BD SWITZERLANDSARL","","","TERRE BONNE PARK- A4","EYSINS","1262","BEAS","Belgium Adv. Pricing Schedule","CH","E15","Entreprise","",""
49845274,49845274,"S","S","Ship To Address Only","C","Customers","BE49845274","BECTON DICKINSON NV","EUROPEAN D.C.3","ATTN","LAAGSTRAAT 57","TEMSE","9140","BEAS","Belgium Adv. Pricing Schedule","BE","E15","Entreprise","",""
49845478,49845478,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49845478","DHR SANDERS JOHNNY","","","Gouden-Hoofdstraat 61","Kortemark-Handzame","8610","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845541,49845541,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49845541","DHR. BOETS HENRI","","","GEMEENTEPLEIN 17","HOEGAARDEN","3320","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845552,49845552,"E","E","Basis Account","C","Customers","BE49845552","GROEP AZ DELTA ROESELAERE","","","AZ DELTA ROESELAERE","ROESELAERE","8800","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49845575,49845575,"E","E","Basis Account","C","Customers","BE49845575","GROUP GHDC - CHARLEROI","","","CHARLEROI","CHARLEROI","6000","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49845587,49845587,"E","E","Basis Account","C","Customers","BE49845587","GROUP CLINIQUES DE L'EUROPE","","","AVENUE DE FRE","BRUXELLES","1180","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49845596,49845596,"E","E","Basis Account","C","Customers","BE49845596","GROUP ERASME","","","1070 BRUXELLES","BRUXELLES","1070","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49845597,49845597,"E","E","Basis Account","C","Customers","BE49845597","GROUP EMMAUS","","","MALLE","MALLE","2390","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49845605,49845605,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49845605","DHR. VANDEVYVERE PHILIPPE","","","HENRI JASPAARLAAN 20","WESTENDE","8434","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845882,49845882,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49845882","DHR. DEMMIN WILLY","","","KLOOSTERSTRAAT 83","BEVEREN WAAS","9120","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49845946,49845946,"S","S","Ship To Address Only","HP","Home Patient","BE49845946","MEV. PITHAN KARIN","","","GARENMARKT 10","BRUGGE","8000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846090,49846090,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846090","DHR. ROELS HERWIG","","","SINGELWEG 80","MESPELARE","9200","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846093,49846093,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846093","DHR. BOMBEKE PIETER-PAUL (AMI)","","","STADSWAAG 20/5","ANTWERPEN","2000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846136,49846136,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846136","MME. CHERRY ZAHRAA","","","BOULEVARD LOUIS METTEWIE 67","MOLENBEEK SAINT JEAN","1080","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846230,49846230,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846230","DHR. CONARD JOSE","","","KALSBERGSTRAAT 45","LANDEN","3400","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846467,49846467,"S","S","Ship To Address Only","HP","Home Patient","BE49846467","MEV. DELEU ANN","","","MANEGEMSTRAAT 53","IZEGEM","8870","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846474,49846474,"S","S","Ship To Address Only","HP","Home Patient","BE49846474","MME. HOEBEKE ANNIE","","","KAASMARKT 135","WEMMEL","1780","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846559,49846559,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846559","DHR. VOET NOEL","","","GROTE EDE 58","SINT ANDRIES","8200","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846725,49846725,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846725","MEV. REYNTIENS MAGDALENA","","","IJZERENWEGSTRAAT 36","WILLEBROEK","2830","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846877,49846877,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846877","MR. BACHIRI MOHAMED","","","RUE HONORE LONGTIN 100","JETTE","1090","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49846881,49846881,"S","S","Ship To Address Only","C","Customers","BE49846881","CHU UCL NAMUR - SITE DINANT","MAGASIN CENTRAL NIVEAU -2 - st vincent","","RUE SAINT JACQUES 501","DINANT","5500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49846992,49846992,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49846992","MR. BOURCE JEAN-MARC","","","QUAI DES ANGLAIS 34","MONS","7020","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49847027,49847027,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49847027","MR. DE CALUWE JACQUES","","","RUE COLOMBIERE 21","SAINT-GEORGES-SUR-MEUSE","4470","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49847217,49847217,"S","S","Ship To Address Only","HP","Home Patient","BE49847217","DHR. MESDAG FILIP","","","OVERLEIESTRAAT 73  BUS 6","HARELBEKE","8530","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49847291,49847291,"S","S","Ship To Address Only","HP","Home Patient","BE49847291","MR. BELVAUX LUC","","","3 GRANDE RUE","BREUX","55600","BEAS","Belgium Adv. Pricing Schedule","FR","EH1","Dialysis Home Patient","",""
49847592,49847592,"S","S","Ship To Address Only","HP","Home Patient","BE49847592","DHR. VAN DE WOUWER JOSEPHUS","","","MECHELSESTEENWEG 151","MORTSEL","2640","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49847857,49847857,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49847857","DHR. DE KOCK WILLY (AST)","","","GROTENHOF 11","MORTSEL","2640","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49848159,49848159,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49848159","MR. DELVEAUX ANDRE","","","AVENUE DE LA FRATERNITE 5","SAINT-MARD","6762","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49848322,49848322,"S","S","Ship To Address Only","C","Customers","BE49848322","CHU UCL NAMUR Site SAINTE-ELISABETH","SERVICE TECHNIQUE DIALYSE","","PLACE LOUISE GODIN 15","NAMUR","5000","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49848839,49848839,"S","S","Ship To Address Only","HP","Home Patient","BE49848839","MEV. BLANCKE CHRISTIANE","","WZC SINT JOZEF","MEENSEWEG 31","IEPER","8900","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49849082,49849082,"S","S","Ship To Address Only","C","Customers","BE49849082","AZ GROENINGE VZW CAMPUS KL DIALYSE","KUNSTNIER","","PRESIDENT KENNEDYLAAN 4","KORTRIJK","8500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
49849420,49849420,"S","S","Ship To Address Only","HP","Home Patient","BE49849420","MR. MILEWSKI WIELSLAW","","","RUE SOLVAY 8","IXELLES","1050","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49849610,49849610,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49849610","MEV. VAN DEN WIJNGAERT AN","","","BRUGSTRAAT 30","MUIZEN","2812","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850014,49850014,"S","S","Ship To Address Only","HP","Home Patient","BE49850014","MR. LAGNEAU PATRICK","","","RUE LOUIS PEPIN 160","COLFONTAINE","7340","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850029,49850029,"S","S","Ship To Address Only","HP","Home Patient","BE49850029","MME. MANTIONE ISABELLA (BAD.)","","HÔME LES ECUREUILS","RUE DU CHAPITRE 1","FRAMERIES","7080","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850503,49850503,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49850503","MME. LABORIE FRANCOISE","","","RUE DES AGUESSES 7","ANDENNE","5300","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850588,49850588,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49850588","MR. SEQUEIRA DA ROCHA MANUEL","","","RUE EGIDE WALSCHAERTS 23","SAINT GILLES","1060","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850596,49850596,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49850596","MR. ALEX DEMAESENEIRE","","","LAC DE BERNISSART CHALET 133","BERNISSART","7320","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850599,49850599,"S","S","Ship To Address Only","HP","Home Patient","BE49850599","DHR. VERTONGEN LUC","","","GEERSTRAAT 74","DENDERMONDE","9200","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850813,49850813,"S","S","Ship To Address Only","C","Customers","BE49850813","HOPITAL LOGISTICS NV","","","GASTON GEENSLAAN 33","AARSCHOT","3200","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
49850867,49850867,"S","S","Ship To Address Only","HP","Home Patient","BE49850867","MR. BURGIO GIUSEPPE","","","RUE MALGARNY 29","SAINT NICOLAS","4420","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49850962,49850962,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49850962","DHR. VERMIJLEN LUC","","","HEIDESTRAAT 43","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851124,49851124,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49851124","DHR. FAUT THIERRY","","","HOOGKAMERSTRAAT 277","TEMSE","9140","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851267,49851267,"S","S","Ship To Address Only","HP","Home Patient","BE49851267","MEV. SEVIK ADALET","","","GENERAAL DRUBBELSTRAAT 88","ANTWERPEN","2600","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851360,49851360,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49851360","DHR. VAN DEN BROECK FR.","","","OUDE STEENWEG 54","GROBBENDONK","2280","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851365,49851365,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49851365","MR. BOURLET MARCEL","","","CITE STILMANT 17","PIRONCHAMPS","6240","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851523,49851523,"S","S","Ship To Address Only","HP","Home Patient","BE49851523","MME. BENAOUN EP DJELLASSI FATMA","","","ZALMSTRAAT 89","GENT","9000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851786,49851786,"S","S","Ship To Address Only","HP","Home Patient","BE49851786","MR. BETTACHE ANOUAR","","","BLD LOUIS METTEWIE 85","MOLENBEEK","1080","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851815,49851815,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49851815","MR. BOULOMMIER DAMIEN","","","RUE DU CROUPET 29","BASSENGE","4690","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851902,49851902,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49851902","MEV. DENYS INGRID","","","LEON STYNENSTRAAT 53","ANTWERPEN","2000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49851943,49851943,"S","S","Ship To Address Only","C","Customers","BE49851943","C.H. LUXEMBOURG","PHARMACIE - LIVRAISON SUR PALLY","","RUE BARBLE 4","LUXEMBOURG","L-1210","BEAS","Belgium Adv. Pricing Schedule","LU","104","Private Hospital","",""
49852005,49852005,"S","S","Ship To Address Only","HP","Home Patient","BE49852005","DHR. PAULUS ROBERT","","","KONING ALBERTLAAN 33","BORGLOON","3840","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49852016,49852016,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49852016","MR. GENDEBIEN FRANCIS","","","RUE POISSONRUE 21","HUY","4500","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49852289,49852289,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49852289","MME. VANHENDE REGINE","","","CHEMIN DE THULIN 1","DOUR","7370","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49852470,49852470,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49852470","DHR. DE WOLF JOHAN","","","PERENLAAN 22","ZANDHOVEN","2240","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49852953,49852953,"S","S","Ship To Address Only","HP","Home Patient","BE49852953","MR. ABRASSART JEAN-CLAUDE","","","RUE SABLONNIERE 63","JEMAPPE","7012","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853027,49853027,"S","S","Ship To Address Only","HP","Home Patient","BE49853027","MEV. CLAEYS NADINE","","","AMAZONEDREEF 40","SINT-ANDRIES (BRUGGE)","8200","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853401,49853401,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853401","MME. MAROIL MYRIAM","","","RUE DES FAUBOURGS 42","MONS","7000","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853425,49853425,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853425","MR. FARACI VINCENZO","","","RUE MEAN 194","GRACE-HOLLOGNE","4460","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853618,49853618,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853618","MME. FORET MARIANNE","","","AVENUE GEORGES BEDORET 29","GEMBLOUX","5030","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853779,49853779,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853779","DHR. BEKAERT BERNARD","","","GROENINGELAAN 11","KORTRIJK","8500","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853833,49853833,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853833","DHR. PEPIN MARC","","","ZWARTELEENSTRAAT 1","ZILLEBEKE","8902","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853838,49853838,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853838","DHR. JALLOH ABDULAI (AST)","","","GROENENDAALLAAN 338 BUS 51","ANTWERPEN","2030","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853856,49853856,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853856","DHR. PEPIN MARC","","","ZWARTELEENSTRAAT 1","ZILLEBEKE","8902","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853926,49853926,"B","B","Bill To Address Only","C","Customers","BE49853926","SERDIS-PHARMACIES SERVAIS SPRL","","","CHAUSSEE DE WAVRE 154","GREZ-DOICEAU","1390","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
49853928,49853928,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853928","DHR. GOOSSENS MAURICE","","","HOEKESTRAAT 1","KNESSELARE","9910","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853935,49853935,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49853935","DHR. GOOSSENS MAURICE","","","HOEKESTRAAT 1","KNESSELARE","9910","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49853938,49853938,"S","S","Ship To Address Only","C","Customers","BE49853938","SERDIS-PHARMACIES SERVAIS SPRL","","","CHAUSSEE DE WAVRE 154","GREZ-DOICEAU","1390","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
49854071,49854071,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49854071","MME. BULENS CHRISTIANE","RESIDENCE LINTHOUT","","RUE DE LINTHOUT 65-67","BRUXELLES","1030","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854079,49854079,"S","S","Ship To Address Only","HP","Home Patient","BE49854079","MR. MEYER DANIEL","","","RUE H. JACOBS 74","SCHAERBEEK","1030","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854103,49854103,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49854103","MR. NSANZA TSHIBONGU MARC","","","RUE EUGENE TOUSSAINT 60","JETTE","1090","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854518,49854518,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49854518","DHR. FEYTER WILFRIED","","","MEERSTRAAT 48/A","SINT-KATHERINA-LOMBEEK","1742","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854525,49854525,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49854525","DHR. DE FEYTYER WILFRIED","","","MEERSTRAAT 48/A","SINT-KATHERINA-LOMBEEK","1742","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854527,49854527,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49854527","DHR. DE FEYTER WILFRIED","","","MEERSTRAAT 48/A","SINT-KATHERINA-LOMBEEK","1742","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854627,49854627,"S","S","Ship To Address Only","HP","Home Patient","BE49854627","DHR. MERTENS HUGO","","","EUGEEN FAHYLAAN 52","DEURNE","2100","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854676,49854676,"S","S","Ship To Address Only","HP","Home Patient","BE49854676","DHR. GOOSSENS WILLY","","","NIJVERHEIDSSTRAAT 32","VILVOORDE","1800","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854797,49854797,"S","S","Ship To Address Only","HP","Home Patient","BE49854797","MME. ANTOINE SABINE","","","RUE NEUVE 12","COMBLAINT-AU-PONT","4170","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854820,49854820,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49854820","MR. DELHALLE MARCEL","","","RUE CROIX-SAINT-JEAN 16","ROCHEFORT","5580","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854860,49854860,"B","B","Bill To Address Only","C","Customers","BE49854860","VZW Gazo","","","Minderbroederstraat 3","Oudenaarde","9800","BEAS","Belgium Adv. Pricing Schedule","BE","E10","Care Center","",""
49854943,49854943,"S","S","Ship To Address Only","HP","Home Patient","BE49854943","MME. ILIBOLI MARIE (AST)","","","RUE DU WAINAGE 285","FARCIENNES","6240","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49854961,49854961,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49854961","MR. DURSUN ELMAS","","","CHAUSSEE DE BRUXELLES 32","LES BONS VILLERS","6210","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
49855020,49855020,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE49855020","MR. DENIS MICHEL","","","RUE NACFER 2","DOUR","7370","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
